timestamp,magn_x,magn_y,magn_z
24725,0.106400006,0.33516002,0.26222
24725,0.106400006,0.33516002,0.26222
24746,0.106400006,0.33516002,0.26222
24746,0.106400006,0.33516002,0.26222
24768,0.106400006,0.33516002,0.26222
24768,0.106400006,0.33516002,0.26222
24789,0.106400006,0.33516002,0.26222
24810,0.106400006,0.33516002,0.26222
24810,0.106400006,0.33516002,0.26222
24832,0.106400006,0.33516002,0.26222
24832,0.106400006,0.33516002,0.26222
24853,0.106400006,0.33516002,0.26222
24853,0.106400006,0.33516002,0.26222
24874,0.106400006,0.33516002,0.26222
24874,0.106400006,0.33516002,0.26222
24896,0.098840006,0.25914,0.26096
24896,0.098840006,0.25914,0.26096
24917,-0.053480003,0.18564,0.20356001
24938,-0.053480003,0.18564,0.20356001
24938,-0.053480003,0.18564,0.20356001
24960,-0.01274,0.19124,0.23282
24960,-0.01274,0.19124,0.23282
24981,-0.01274,0.19124,0.23282
24981,-0.01274,0.19124,0.23282
25002,-0.01274,0.19124,0.23282
25003,-0.01274,0.19124,0.23282
25024,-0.01274,0.19124,0.23282
25024,-0.01274,0.19124,0.23282
25045,0.079100005,0.23856,0.26922
25066,0.079100005,0.23856,0.26922
25066,0.079100005,0.23856,0.26922
25088,0.07546,0.26782,0.26978
25088,0.07546,0.26782,0.26978
25109,0.0693,0.301,0.26754
25109,0.0693,0.301,0.26754
25130,0.0693,0.301,0.26754
25130,0.0693,0.301,0.26754
25152,0.071540006,0.32746002,0.26348
25152,0.071540006,0.32746002,0.26348
25173,0.071540006,0.32746002,0.26348
25194,0.10682,0.35840002,0.2639
25194,0.10682,0.35840002,0.2639
25216,0.10682,0.35840002,0.2639
25216,0.10682,0.35840002,0.2639
25237,0.10682,0.35840002,0.2639
25237,0.10682,0.35840002,0.2639
25258,0.18032001,0.41076002,0.23926
25258,0.18032001,0.41076002,0.23926
25280,0.18032001,0.41076002,0.23926
25280,0.18032001,0.41076002,0.23926
25301,0.29554,0.48874003,0.14196001
25322,0.29554,0.48874003,0.14196001
25322,0.29554,0.48874003,0.14196001
25344,0.32928002,0.4921,0.09996
25344,0.32928002,0.4921,0.09996
25365,0.36316,0.49742,0.04032
25365,0.36316,0.49742,0.04032
25386,0.36316,0.49742,0.04032
25387,0.36316,0.49742,0.04032
25408,0.36316,0.49742,0.04032
25408,0.36316,0.49742,0.04032
25429,0.36316,0.49742,0.04032
25450,0.36316,0.49742,0.04032
25450,0.36316,0.49742,0.04032
25472,0.33894,0.53424,-0.20104
25472,0.33894,0.53424,-0.20104
25493,0.33894,0.53424,-0.20104
25493,0.33894,0.53424,-0.20104
25514,0.33894,0.53424,-0.20104
25514,0.33894,0.53424,-0.20104
25536,0.19586,0.54894,-0.31164
25536,0.19586,0.54894,-0.31164
25557,0.19586,0.54894,-0.31164
25578,0.1477,0.55006003,-0.33236
25578,0.1477,0.55006003,-0.33236
25600,0.1477,0.55006003,-0.33236
25600,0.1477,0.55006003,-0.33236
